Master Record Number,Date,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude,Location,Number of Bars
902554336,2015-11-04,Weekday,1500,Pedestrian,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,E 17TH & FEE,39.178928,-86.518992,"39.178928,-86.518992",31
902554342,2015-11-04,Weekday,1900,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,2ND & COLLEGE,39.16138016,-86.53492994,"39.16138016,-86.53492994",42
902554350,2015-11-04,Weekday,1700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,N OLD STATE ROAD 37 & S GORE,39.032544,-86.541696,"39.032544,-86.541696",0
902554351,2015-11-04,Weekday,1800,2-Car,No injury/unknown,UNSAFE BACKING,S OLD STATE ROAD 37,39.137088,-86.53056,"39.137088,-86.53056",1
902554361,2015-11-03,Weekday,1500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,FAIRFAX & SCHACHT,39.10704,-86.523488,"39.10704,-86.523488",0
902554362,2015-11-03,Weekday,1600,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N CURRY & WOODYARD,39.12679203,-86.58252976,"39.12679203,-86.58252976",0
902554389,2015-11-04,Weekday,500,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,N CURRY & W JONATHON,39.16835994,-86.58299702,"39.16835994,-86.58299702",5
902554418,2015-10-03,Weekday,2300,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,E KIRKWOOD,39.16680492,-86.52200505,"39.16680492,-86.52200505",42
902554511,2015-10-04,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DILLMAN & SR37S,39.09023917,-86.54535097,"39.09023917,-86.54535097",0
902554608,2015-11-02,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,LIBERTY,39.189248,-86.531472,"39.189248,-86.531472",1
902554609,2015-11-03,Weekday,800,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,MATHEWS & MCNEELY,39.23821557,-86.62395146,"39.23821557,-86.62395146",1
902554696,2015-10-06,Weekday,1000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BELLE & HICKORY,39.16344,-86.58584,"39.16344,-86.58584",4
902554770,2015-11-03,Weekday,100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,4TH & COLLEGE,39.16593866,-86.5348,"39.16593866,-86.5348",42
902554790,2015-11-05,Weekday,1000,2-Car,Incapacitating,DISREGARD SIGNAL/REG SIGN,HARTSTRAIGHT & SR46W,39.21759033,-86.61190795,"39.21759033,-86.61190795",0
902554884,2015-11-05,Weekday,1200,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,E 3RD & S BRYAN,39.16432,-86.50824,"39.16432,-86.50824",6
902555018,2015-11-05,Weekday,1600,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,3RD & WOODCREST,39.164272,-86.502416,"39.164272,-86.502416",6
902555031,2015-11-05,Weekday,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,PATTERSON & W 2ND,39.16074984,-86.54850997,"39.16074984,-86.54850997",33
902555054,2015-11-05,Weekday,1900,2-Car,No injury/unknown,UNSAFE BACKING,N FEE,39.17612549,-86.51898236,"39.17612549,-86.51898236",36
902555084,2015-11-05,Weekday,2000,Moped/Motorcycle,Incapacitating,ANIMAL/OBJECT IN ROADWAY,KETCHAM & POPCORN,39.01174977,-86.56190608,"39.01174977,-86.56190608",0
902555085,2015-11-05,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E HILLSIDE & S WALNUT,39.150544,-86.5336,"39.150544,-86.5336",4
902555086,2015-11-05,Weekday,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,EAST 17TH & JORDAN,39.17882994,-86.51244029,"39.17882994,-86.51244029",10
902555127,2015-11-05,Weekday,2200,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,1285 LIBERTY & CONSTITUTION,39.2644305,-86.574913,"39.2644305,-86.574913",0
902555248,2015-11-04,Weekday,100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37N & WAYPORT,39.25794294,-86.52503846,"39.25794294,-86.52503846",0
902555356,2015-11-06,Weekday,800,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,10TH & SR4546N,39.176848,-86.478192,"39.176848,-86.478192",1
902555367,2015-11-05,Weekday,1100,2-Car,No injury/unknown,UNSAFE BACKING,SR 45 46 BYPASS,39.18641724,-86.534193,"39.18641724,-86.534193",3
902555419,2015-11-05,Weekday,1700,2-Car,No injury/unknown,IMPROPER TURNING,EAST EASTGATE,39.1700618,-86.50115557,"39.1700618,-86.50115557",5
902555596,2015-11-06,Weekday,800,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SMITHVILLE & ZYKES,39.07113992,-86.52544332,"39.07113992,-86.52544332",0
902555652,2015-11-06,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,600 BLK COLLEGE & W 2ND,39.11908444,-86.53492982,"39.11908444,-86.53492982",0
902555747,2015-10-07,Weekend,2300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,WALNUT STREET & WINSLOW,39.136144,-86.528688,"39.136144,-86.528688",1
902555852,2015-11-05,Weekday,1700,2-Car,No injury/unknown,IMPROPER TURNING,S COLLEGE MALL,39.15427029,-86.49764657,"39.15427029,-86.49764657",5
902555895,2015-11-06,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E DIXIE & S HENDERSON,39.15664,-86.527072,"39.15664,-86.527072",41
902555973,2015-11-06,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & CAMPBELL,39.17158999,-86.51393166,"39.17158999,-86.51393166",14
902556029,2015-11-06,Weekday,1500,3+ Cars,Incapacitating,FOLLOWING TOO CLOSELY,17TH & SR46E,39.18077171,-86.50838423,"39.18077171,-86.50838423",1
902556103,2015-11-06,Weekday,300,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,W WALCOTT & W WOODYARD,39.201488,-86.601968,"39.201488,-86.601968",0
902556104,2015-11-06,Weekday,500,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37N & W ARLINGTON,39.19359469,-86.554592,"39.19359469,-86.554592",0
902556184,2015-11-06,Weekday,1200,2-Car,No injury/unknown,LEFT OF CENTER,NORTH MORTON,39.16874313,-86.53587341,"39.16874313,-86.53587341",42
902556260,2015-10-07,Weekend,2300,Bus,No injury/unknown,WRONG WAY ON ONE WAY,6TH & WASHINGTON,39.167664,-86.5324,"39.167664,-86.5324",42
902556276,2015-11-07,Weekend,1100,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD,39.16424,-86.49425989,"39.16424,-86.49425989",6
902556279,2015-11-06,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & HIGHLAND,39.16427024,-86.51772022,"39.16427024,-86.51772022",31
902556321,2015-11-07,Weekend,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,KINSER & SR45,39.186772,-86.54317373,"39.186772,-86.54317373",3
902556337,2015-11-05,Weekday,1800,2-Car,No injury/unknown,UNSAFE BACKING,SOUTH VICTOR,39.1069603,-86.55136871,"39.1069603,-86.55136871",0
902556338,2015-11-05,Weekday,2100,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,EAST 3RD & FAIRFAX,39.10883953,-86.51451028,"39.10883953,-86.51451028",0
902556339,2015-11-06,Weekday,1600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,OLD STATE ROAD 37 & SAMPLE,39.25884886,-86.50462726,"39.25884886,-86.50462726",0
902556496,2015-11-07,Weekend,1900,2-Car,No injury/unknown,UNSAFE BACKING,E 17TH & N FORREST,39.178976,-86.5224,"39.178976,-86.5224",33
902556597,2015-11-01,Weekend,1300,1-Car,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SR37S & VERNAL,39.22950892,-86.56252288,"39.22950892,-86.56252288",0
902556610,2015-11-01,Weekend,300,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,10TH & COLLEGE,39.171744,-86.534768,"39.171744,-86.534768",39
902556696,2015-11-06,Weekday,800,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,8999 W ELWREN & S STANFORD,39.10824,-86.666192,"39.10824,-86.666192",0
902556741,2015-11-01,Weekend,1100,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,3RD & WASHINGTON,39.16464,-86.5324,"39.16464,-86.5324",43
902556751,2015-11-01,Weekend,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N COLLEGE,39.18157757,-86.53471023,"39.18157757,-86.53471023",12
902556852,2015-11-01,Weekend,1500,2-Car,No injury/unknown,IMPROPER TURNING,E 3RD & SWAIN,39.16425012,-86.51525996,"39.16425012,-86.51525996",12
902556914,2015-11-06,Weekend,2000,1-Car,No injury/unknown,IMPROPER TURNING,N LOWER BIRDIE GALYAN & SR46E,39.16574097,-86.41192626,"39.16574097,-86.41192626",0
902556916,2015-11-01,Weekend,1500,2-Car,No injury/unknown,LEFT OF CENTER,KENT & SR46E,39.152448,-86.400288,"39.152448,-86.400288",0
902556948,2015-11-01,Weekend,1600,Moped/Motorcycle,Incapacitating,UNSAFE SPEED,DUNN & OLD STATE ROAD 37 N,39.20802621,-86.52875469,"39.20802621,-86.52875469",0
902557001,2015-11-07,Weekend,0,3+ Cars,No injury/unknown,DRIVER ASLEEP OR FATIGUED,S WICKENS & W LEIGHTON,39.12527025,-86.55092187,"39.12527025,-86.55092187",0
902557002,2015-11-01,Weekday,2100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37 & VICTOR,39.10538206,-86.55095458,"39.10538206,-86.55095458",0
902557496,2015-11-01,Weekend,300,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,E ROGERS & S SMITH,39.13584,-86.480496,"39.13584,-86.480496",0
902557498,2015-11-07,Weekend,2300,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,CROSSOVER & SR37N,39.28810084,-86.51703486,"39.28810084,-86.51703486",0
902557866,2015-11-02,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,LONGVIEW & PETE ELLIS,39.166944,-86.495056,"39.166944,-86.495056",6
902558076,2015-11-02,Weekday,700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,KERR CREEK & SR46,39.1668311,-86.45897634,"39.1668311,-86.45897634",0
902558163,2015-11-02,Weekday,1400,2-Car,Non-incapacitating,UNSAFE BACKING,S WALNUT STREET,39.129673,-86.532737,"39.129673,-86.532737",1
902558314,2015-11-02,Weekday,1600,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,E 10TH & S PETE ELLIS,39.171504,-86.495312,"39.171504,-86.495312",5
902558378,2015-11-02,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SHARP & SR46W,39.23585459,-86.62777953,"39.23585459,-86.62777953",1
902558450,2015-11-02,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,20TH & DUNN,39.18184,-86.5284,"39.18184,-86.5284",9
902558464,2015-11-02,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 10TH & N UNION,39.171472,-86.509376,"39.171472,-86.509376",5
902558538,2015-11-02,Weekday,1900,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,10TH & UNION,39.171472,-86.509376,"39.171472,-86.509376",5
902558554,2015-11-02,Weekday,1700,3+ Cars,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,ROCKPORT & TAPP,39.13645753,-86.5539938,"39.13645753,-86.5539938",0
902558654,2015-11-02,Weekday,2000,3+ Cars,No injury/unknown,TRAFFIC CONTROL INOPERATIVE/MISSING/OBSC,JORDAN & LAW,39.173552,-86.515488,"39.173552,-86.515488",12
902558663,2015-11-02,Weekday,2100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD & S MITCHELL,39.1642533,-86.51422079,"39.1642533,-86.51422079",13
902558664,2015-11-02,Weekday,1700,3+ Cars,Incapacitating,FOLLOWING TOO CLOSELY,RANGE & SR4546N,39.171504,-86.495312,"39.171504,-86.495312",5
902558676,2015-11-02,Weekday,2100,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,SR37N & W VERNAL,39.17635934,-86.56266121,"39.17635934,-86.56266121",3
902559790,2015-11-02,Weekday,1900,3+ Cars,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,SR45W & W ELWREN,39.107648,-86.643696,"39.107648,-86.643696",0
902559793,2015-11-03,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S ROGERS,39.11184,-86.539792,"39.11184,-86.539792",0
902559815,2015-11-02,Weekday,1900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,STANFORD & W ELWREN,39.10824,-86.666192,"39.10824,-86.666192",0
902559918,2015-11-04,Weekday,200,2-Car,No injury/unknown,UNSAFE SPEED,9TH & WALNUT,39.170544,-86.533536,"39.170544,-86.533536",39
902560096,2015-11-04,Weekday,1100,2-Car,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,6TH & COLLEGE,39.167648,-86.534784,"39.167648,-86.534784",41
902560101,2015-11-04,Weekday,1200,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,3RD & LANDMARK,39.16442983,-86.55630983,"39.16442983,-86.55630983",5
902560104,2015-11-04,Weekday,1000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,1ST & WALNUT,39.15961866,-86.5336,"39.15961866,-86.5336",40
902560116,2015-11-04,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N JACOBS,39.1702919,-86.57196044,"39.1702919,-86.57196044",5
902560519,2015-11-04,Weekday,1000,2-Car,No injury/unknown,IMPROPER TURNING,3RD & SWAIN,39.16425012,-86.51525996,"39.16425012,-86.51525996",12
902560821,2015-11-05,Weekday,1100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,8TH & VERNAL,39.16994981,-86.55006663,"39.16994981,-86.55006663",31
902560833,2015-11-05,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,14TH & INDIANA,39.176192,-86.52712,"39.176192,-86.52712",40
902560869,2015-11-05,Weekday,1200,2-Car,Non-incapacitating,IMPROPER LANE USAGE,3RD & SWAIN,39.16425544,-86.51526433,"39.16425544,-86.51526433",12
902560940,2015-11-05,Weekday,1400,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,COLLEGE MALL & EAST 3RD,39.16424,-86.4984,"39.16424,-86.4984",6
902561016,2015-11-05,Weekday,1400,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,COLLEGE MALL & E 3RD,39.16424,-86.4984,"39.16424,-86.4984",6
902561082,2015-11-03,Weekday,1600,2-Car,Incapacitating,UNSAFE LANE MOVEMENT,SR37S & TAPP,39.13153035,-86.572896,"39.13153035,-86.572896",0
902561085,2015-11-05,Weekday,1700,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,E 10TH & N PETE ELLIS,39.171504,-86.495312,"39.171504,-86.495312",5
902561092,2015-11-05,Weekday,1800,2-Car,No injury/unknown,IMPROPER PASSING,7TH & WALNUT,39.16864,-86.533568,"39.16864,-86.533568",41
902561278,2015-11-05,Weekday,2300,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,ACORN,39.1116066,-86.57214355,"39.1116066,-86.57214355",0
902561294,2015-11-06,Weekday,200,1-Car,No injury/unknown,IMPROPER TURNING,2800 E 3RD & PETE ELLIS,39.16424,-86.495088,"39.16424,-86.495088",6
902561398,2015-11-06,Weekday,700,1-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,PATTERSON,39.153488,-86.541496,"39.153488,-86.541496",25
902561411,2015-11-06,Weekday,800,2-Car,No injury/unknown,UNSAFE BACKING,EAST THIRD,39.164569,-86.490036,"39.164569,-86.490036",6
902561455,2015-11-06,Weekday,900,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,10TH & GRANT,39.171696,-86.529696,"39.171696,-86.529696",40
902561656,2015-11-06,Weekday,1100,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,N JACOB,39.17081,-86.571487,"39.17081,-86.571487",5
902561682,2015-11-06,Weekday,1100,Pedestrian,Incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,3RD & LANDMARK,39.16443574,-86.55630199,"39.16443574,-86.55630199",5
902561746,2015-11-06,Weekday,900,2-Car,No injury/unknown,UNSAFE BACKING,E 7TH,39.16854879,-86.5194549,"39.16854879,-86.5194549",38
902561747,2015-11-03,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,E 6TH & N COLLEGE,39.167648,-86.534784,"39.167648,-86.534784",41
902561759,2015-11-06,Weekday,0,2-Car,No injury/unknown,IMPROPER TURNING,2ND & COLLEGE MALL,39.16028506,-86.49771872,"39.16028506,-86.49771872",6
902561858,2015-11-06,Weekday,1400,1-Car,No injury/unknown,IMPROPER TURNING,E 7TH,39.168752,-86.5436,"39.168752,-86.5436",42
902561871,2015-11-06,Weekday,1300,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,3RD & STATE 37,39.164752,-86.573104,"39.164752,-86.573104",5
902561882,2015-11-05,Weekday,500,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,ELLER & GARRISON CHAPEL,39.12282799,-86.64295746,"39.12282799,-86.64295746",0
902561907,2015-11-02,Weekday,1700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E TEMPERANCE,39.22823334,-86.61592864,"39.22823334,-86.61592864",1
902561912,2015-11-06,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37S & W FULLERTON,39.12223816,-86.57208251,"39.12223816,-86.57208251",0
902561940,2015-11-06,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E KIRKWOOD & S WASHINGTON,39.16664,-86.5324,"39.16664,-86.5324",43
902561954,2015-11-06,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,LIBERTY & SR45W,39.145152,-86.5776,"39.145152,-86.5776",1
902561983,2015-11-06,Weekday,1800,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,E KIRKWOOD & S DUNN,39.16653628,-86.52825027,"39.16653628,-86.52825027",43
902561994,2015-11-05,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,W DILLMAN,39.092976,-86.545648,"39.092976,-86.545648",0
902562004,2015-11-06,Weekday,1700,2-Car,No injury/unknown,UNSAFE BACKING,3RD,39.16456,-86.5550845,"39.16456,-86.5550845",6
902562135,2015-11-06,Weekend,2200,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E 14TH,39.17600327,-86.53063151,"39.17600327,-86.53063151",40
902562431,2015-11-06,Weekend,2200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SR45E,39.21936967,-86.44920774,"39.21936967,-86.44920774",0
902562446,2015-11-06,Weekend,2300,3+ Cars,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,7TH & INDIANA,39.16864,-86.526944,"39.16864,-86.526944",42
902562452,2015-11-06,Weekend,2100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,MONROE & SR46W,39.18699904,-86.54785641,"39.18699904,-86.54785641",3
902562526,2015-11-06,Weekday,1300,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,ACUFF & SR37N,39.20864676,-86.55461996,"39.20864676,-86.55461996",0
902562626,2015-11-07,Weekend,1200,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,ARBUTUS & THIRD,39.16427024,-86.51217006,"39.16427024,-86.51217006",14
902562665,2015-08-07,Weekend,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR46W & UNION VALLEY,39.215152,-86.5928,"39.215152,-86.5928",0
902562684,2015-11-07,Weekend,1300,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,DILLMAN ROAD & SR37S,39.0929718,-86.54577636,"39.0929718,-86.54577636",0
902562782,2015-11-07,Weekend,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DUNN & SR45E,39.18635203,-86.52673139,"39.18635203,-86.52673139",3
902562813,2015-11-07,Weekend,1800,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,COTTAGE & INDIANA,39.17264,-86.52704,"39.17264,-86.52704",40
902562853,2015-11-07,Weekend,2200,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,12TH & INDIANA,39.174368,-86.527088,"39.174368,-86.527088",40
902563041,2015-11-07,Weekend,1100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & DUNN,39.17168,-86.528256,"39.17168,-86.528256",40
902563052,2015-11-07,Weekend,1800,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,ACUFF & SR37,39.207901,-86.55677032,"39.207901,-86.55677032",0
902563068,2015-11-01,Weekend,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,8TH & WOODLAWN,39.169552,-86.52344,"39.169552,-86.52344",42
902563194,2015-11-01,Weekend,100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N COLLEGE,39.17091135,-86.534768,"39.17091135,-86.534768",39
902563276,2015-11-01,Weekend,1600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,N OLD STATE ROAD 37 & N WALNUT,39.20704,-86.534704,"39.20704,-86.534704",0
902563440,2015-11-01,Weekend,600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,S ROCKPORT & W POPCORN,39.002752,-86.59,"39.002752,-86.59",0
902563468,2015-11-01,Weekend,600,3+ Cars,No injury/unknown,DRIVER ASLEEP OR FATIGUED,414 E 1 & GRANT,39.170036,-86.52955059,"39.170036,-86.52955059",40
902563483,2015-11-03,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR37N & W ACUFF,39.20824,-86.554704,"39.20824,-86.554704",0
902563484,2015-11-06,Weekday,700,2-Car,No injury/unknown,UNSAFE SPEED,S OLD SR 37 & S ORCHARD,39.08724384,-86.53130024,"39.08724384,-86.53130024",0
902563527,2015-11-01,Weekend,1000,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,VARSITY,39.1832428,-86.5311203,"39.1832428,-86.5311203",4
902563613,2015-11-07,Weekend,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,COLLEGE & SR46,39.18643688,-86.53611147,"39.18643688,-86.53611147",3
902563815,2015-11-02,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E KIRKWOOD & N DUNN,39.16664,-86.528192,"39.16664,-86.528192",43
902563852,2015-11-04,Weekday,100,2-Car,No injury/unknown,UNSAFE BACKING,N JORDAN,39.17963492,-86.511088,"39.17963492,-86.511088",4
902563913,2015-11-03,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,STRONG & WEST ALLEN,39.15565029,-86.54429372,"39.15565029,-86.54429372",39
902563954,2015-11-02,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DUNN & E 3RD,39.164448,-86.528096,"39.164448,-86.528096",43
902564058,2015-11-02,Weekday,1600,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,3RD & ROSE,39.164352,-86.510944,"39.164352,-86.510944",9
902564085,2015-11-02,Weekday,1300,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,PROSPECT & SOUTH ROGERS,39.163744,-86.538592,"39.163744,-86.538592",43
902564090,2015-11-02,Weekday,1600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,COLLEGE MALL & SR46W,39.16424,-86.4984,"39.16424,-86.4984",6
902564109,2015-11-02,Weekday,1700,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,2606 S LEONARD SPRINGS & WALNUT LEAF,39.13330738,-86.583496,"39.13330738,-86.583496",1
902564123,2015-11-02,Weekday,1900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SOUTH WALNUT,39.15997696,-86.53328704,"39.15997696,-86.53328704",42
902564126,2015-11-02,Weekday,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37N & W VERNAL,39.17617467,-86.56292242,"39.17617467,-86.56292242",3
902564128,2015-11-02,Weekday,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,17TH & SR45E,39.17984,-86.507088,"39.17984,-86.507088",1
902564187,2015-11-02,Weekday,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S SHADELAND & W BLOOMFIELD,39.15570997,-86.56207993,"39.15570997,-86.56207993",4
902564258,2015-11-02,Weekday,2200,2-Car,No injury/unknown,UNSAFE BACKING,W DIXIE,39.15676251,-86.54124493,"39.15676251,-86.54124493",41
902564372,2015-11-03,Weekday,700,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,E3RD & PETE ELLIS,39.16424,-86.495088,"39.16424,-86.495088",6
902564373,2015-11-03,Weekday,700,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E 3RD & SR4546N,39.164448,-86.471888,"39.164448,-86.471888",1
902564407,2015-11-03,Weekday,700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,4TH & COLLEGE,39.16538936,-86.53480429,"39.16538936,-86.53480429",42
902564413,2015-11-01,Weekend,1200,2-Car,No injury/unknown,IMPROPER TURNING,E WINSLOW & S WALNUT,39.136144,-86.528688,"39.136144,-86.528688",1
902564657,2015-11-03,Weekday,1000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FAIRFAX & MOFFETT,39.09984,-86.5176,"39.09984,-86.5176",0
902564658,2015-11-03,Weekday,900,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,BRENNICK & SR45W,39.10329819,-86.64743041,"39.10329819,-86.64743041",0
902564666,2015-11-03,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HIGHLAND & MILLER,39.146992,-86.517392,"39.146992,-86.517392",1
902564809,2015-11-03,Weekday,1200,3+ Cars,No injury/unknown,UNSAFE LANE MOVEMENT,EAST 3RD & REISNER,39.16420989,-86.488,"39.16420989,-86.488",6
902564938,2015-11-03,Weekday,1600,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,17TH & FEE,39.178928,-86.518992,"39.178928,-86.518992",31
902564952,2015-11-07,Weekend,600,1-Car,No injury/unknown,UNSAFE BACKING,E 10TH,39.171504,-86.512288,"39.171504,-86.512288",13
902564978,2015-11-03,Weekday,1700,Cyclist,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,FRITZ & WALNUT,39.191248,-86.532896,"39.191248,-86.532896",1
902565024,2015-11-02,Weekday,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD & S JEFFERSON,39.164304,-86.506992,"39.164304,-86.506992",6
902565054,2015-11-03,Weekday,1800,Pedestrian,Incapacitating,PEDESTRIAN ACTION,S CURRY & W 3RD,39.16463971,-86.58292349,"39.16463971,-86.58292349",5
