Master Record Number,Date,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude,Location
902578101,2015-12-07,Weekend,2300,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,SOUTH ROGERS & WEST 2ND,39.16140027,-86.53867028,"39.16140027,-86.53867028"
902544228,2015-10-05,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SIMPSON CHAPEL & SR37N,39.26616,-86.522752,"39.26616,-86.522752"
902430335,2015-04-06,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HILLSIDE & S WALNUT,39.150544,-86.5336,"39.150544,-86.5336"
902491808,2015-07-06,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & GRANT,39.16464,-86.529728,"39.16464,-86.529728"
902405913,2015-03-02,Weekday,1900,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH,39.17157747,-86.51808392,"39.17157747,-86.51808392"
902593318,2015-12-06,Weekday,1300,2-Car,No injury/unknown,IMPROPER LANE USAGE,3RD,39.16470933,-86.57183467,"39.16470933,-86.57183467"
902420367,2015-03-07,Weekend,1100,1-Car,No injury/unknown,IMPROPER TURNING,EAST 3RD,39.16422196,-86.50215134,"39.16422196,-86.50215134"
902439483,2015-05-02,Weekday,1400,2-Car,Incapacitating,UNSAFE LANE MOVEMENT,CURRY & SR45W,39.142048,-86.582592,"39.142048,-86.582592"
902503495,2015-08-03,Weekday,2000,Moped/Motorcycle,Non-incapacitating,RAN OFF ROAD RIGHT,FAIRFAX & THIRD,39.1858669,-86.51451028,"39.1858669,-86.51451028"
902548404,2015-10-05,Weekday,800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E3RD & S WALNUT,39.16464,-86.5336,"39.16464,-86.5336"
902532943,2015-10-01,Weekend,1700,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,N COLLEGE & W 11TH,39.173232,-86.534752,"39.173232,-86.534752"
902561871,2015-11-06,Weekday,1300,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,3RD & STATE 37,39.164752,-86.573104,"39.164752,-86.573104"
902567388,2015-11-06,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,MONROE & SR46W,39.186944,-86.5468,"39.186944,-86.5468"
902433111,2015-04-04,Weekday,700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E 3RD & SR4546E,39.164448,-86.471888,"39.164448,-86.471888"
902536311,2015-10-07,Weekend,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH,39.171648,-86.502096,"39.171648,-86.502096"
902426561,2015-04-05,Weekday,1400,1-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SOUTH COLLEGE MALL,39.16464,-86.534816,"39.16464,-86.534816"
902508111,2015-08-06,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,CURRY & W 3RD,39.16463971,-86.58292002,"39.16463971,-86.58292002"
902447624,2015-05-03,Weekday,800,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,SR37N & VERNAL,39.176544,-86.5624,"39.176544,-86.5624"
902451071,2015-05-03,Weekday,900,1-Car,No injury/unknown,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,N COLLEGE,39.168656,-86.534784,"39.168656,-86.534784"
902515213,2015-09-06,Weekday,1800,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,PATTERSON & W 3RD,39.16344009,-86.55130598,"39.16344009,-86.55130598"
902385272,2015-02-02,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E COVENANTER & S CLARIZZ,39.15462032,-86.49176401,"39.15462032,-86.49176401"
902430455,2015-04-06,Weekday,1500,Pedestrian,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ATWATER & FESS,39.16312024,-86.52590028,"39.16312024,-86.52590028"
902572944,2015-11-07,Weekend,1400,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,KETCHAM & POPCORN,39.00638637,-86.57203295,"39.00638637,-86.57203295"
902583603,2015-12-05,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,S HENDERSON,39.13782881,-86.52677815,"39.13782881,-86.52677815"
902576311,2015-12-04,Weekday,1200,2-Car,No injury/unknown,IMPROPER LANE USAGE,ATWATER & SWAIN,39.16308001,-86.51527002,"39.16308001,-86.51527002"
902523376,2015-09-05,Weekday,1500,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,PARK SQUARE & WOODSIDE,39.15903026,-86.59177738,"39.15903026,-86.59177738"
902427164,2015-04-06,Weekday,500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,BETHEL & N OLD STATE ROAD 37,39.215344,-86.521392,"39.215344,-86.521392"
902454374,2015-05-01,Weekend,1300,2-Car,No injury/unknown,IMPROPER LANE USAGE,E 3RD & S KINGSTON,39.16424,-86.492944,"39.16424,-86.492944"
